doc_id,text
985,House votes to repeal and eventually replace Obamacare
986,U.S. FDA approves Pfizer's high profile breast cancer drug
987,RT @ReutersOpinion: Vaccine politics: Blame science and win in Iowa:
988,U.S. FDA approves Pfizer's high profile breast cancer drug
989,Many would risk earlier death rather than take a pill
990,Screen time may damage teens’ sleep
991,Washington State sets up third poultry quarantine amid avian flu worries
992,"For children, wartime evacuation might not be harmful"
993,Celiac disease might explain fertility problems
994,How the #Actavis deal upended #Allergan No. 2's CEO ambitions:
995,HCA sees demand for hospital services leveling off
996,Catamaran backs Gilead's hepatitis C treatment over AbbVie competitor
997,U.S. House Speaker Boehner says all children should be vaccinated
998,Chris Christie calls for compassionate approach to drug addicts
999,Birth control access key means of reaching climate goals: experts
1000,RT @ReutersUS: California daycare center closed after baby diagnosed with measles:
1001,"Aetna CEO expects 800,000 Obamacare exchange members in first quarter"
1002,Isis Pharma's diabetes drug successful in mid-stage study
1003,African Union unit says developing epidemic insurance
1004,Britain votes on allowing world's first three-parent IVF babies
1005,Sanofi launches inhaled insulin for diabetics
1006,California daycare center shuts down after baby contracts measles
1007,"After long wait, Illinois to issue medical marijuana licenses"
1008,California day care center shuts down after baby contracts measles
1009,Obama proposes creation of stand-alone U.S. food safety agency
1010,White House says Obama would veto House bill to repeal Obamacare
1011,Transgender kids aren't confused about their identities
1012,Cost of having diabetes has doubled in two decades
1013,Liberia begins clinical trial for Ebola vaccines as outbreak ebbs
1014,New Jersey Governor seeks 'balance' in vaccine debate
1015,Docs see ill patients’ families as barrier to talking about care plan
1016,Obama administration seeks to negotiate Medicare drug prices
1017,"Packaged toddler foods often high in sugar, salt"
1018,FDA approves Boehringer-Lilly drug for type-2 diabetes patients
1019,Key to High Intensity Interval Training found outside comfort zone
1020,BlueBird's rare blood disorder drug gets breakthrough therapy status
1021,Second British health worker tested for Ebola in London
1022,International campaigners urge UK to allow '3-parent' IVF babies
1023,Antibiotics firm Motif Bio to tap UK market for cash
1024,In pursuit of next-generation Ebola stockpile vaccines
1025,China to tackle food safety as policy priority: Xinhua
1026,British health worker being tested for Ebola after needle injury
1027,More than 100 cases of measles now confirmed in U.S
1028,Second California patient tests negative for Ebola hours after first
1029,Chimerix to stop participation in clinical studies of Ebola drug
1030,Ex-Super Bowl champ Leonard Marshall to teach about concussions
1031,"Heavy kids can have celiac disease, too"
1032,FDA approves Shire's Vyvanse for binge-eating disorder
1033,Second patient hospitalized in California undergoes Ebola testing
1034,White House urges parents to heed advice urging childhood vaccines
1035,Computer tracks eye movements to detect concussions
1036,Athletes' biological clocks affect their performance
1037,Gates Foundation awards $50 million to Stanford vaccine discovery
1038,Sun Pharmaceutical wins U.S. approval to buy Ranbaxy
1039,Canada says husband of woman diagnosed with avian flu also infected
1040,Suspected Ebola patient in California tests negative for virus
1041,Africa looks to extend new disaster insurance to Ebola-like epidemics
1042,Cancer organization partners with NFL on prostate treatment
1043,U.S. government releases draft plan for electronic health data
1044,POM Wonderful ads deceptive and not protected: appeals court
1045,RT @ReutersOpinion: How precision medicine could save your life some day:
1046,Liberia delays school reopening by two weeks as Ebola cases fall
1047,Ebola likely to persist in 2015 as communities resist aid: Red Cross
1048,U.S. proposes effort to analyze DNA from 1 million people
1049,Suspected Ebola patient admitted to California hospital
1050,CDC urges measles vaccinations amid Disneyland outbreak
1051,Study supports Roche's disputed blockbuster flu drug Tamiflu
1052,FDA approves Bristol-Myers' HIV drug
1053,Ex-supermodel Waris Dirie says FGM can end in her lifetime
1054,"Poll finds gaping chasm in views between U.S. public, scientists"
1055,Medical marijuana advocates concerned by Illinois licensing delay
1056,"Withdrawal method linked to condom, pregnancy perceptions"
1057,Abbott CEO losing no sleep over stronger dollar
1058,"After heart attacks, most don’t get enough statins"
1059,Suspected Ebola patient admitted to California hospital
1060,RT @Reuters: BREAKING: Suspected Ebola patient admitted to UC Davis Medical Center in Sacramento: hospital statement
1061,New fund eases expenses for organ donors
1062,Should ‘High T’ determine eligibility for women’s sports?
1063,March meeting to plan rebuilding of Ebola-hit states
1064,FDA expands use of Imbruvica to treat rare form of blood cancer
1065,"Young adults say they see e-cigs as safe, fun technology"
1066,Medical aid group MSF says pulls out of parts of Sudan
1067,Exclusive: CDC installing cameras in labs in agency-wide safety push
1068,UNICEF makes record appeal to help 60 million children in crisis
1069,"Nigeria H5N1 bird flu spreads to four more states, total 11"
1070,"Norway finds first case of mad cow disease, says food safe"
1071,"Weekly Ebola cases below 100, WHO says endgame begins"
1072,AstraZeneca bets on gene editing for broad range of new drugs
1073,"As smokers spark up e-cigs to quit, traditional aids suffer"
1074,U.S. government says Obamacare could affect up to 29 percent of taxpayers
1075,California's top public health official slams e-cigarettes
1076,It does get better for LGBT and questioning youth
1077,Salix Pharma to restate past seven quarters' results
1078,Some Obamacare insurers discriminate against AIDS patients: study
1079,Trial finds GSK Ebola shot is safe and provokes immune response
1080,Curcumin may help lower inflammation in metabolic syndrome
1081,Tesco recalls squash after complaints of 'foul' smell
1082,Statins may benefit women as much as men
1083,UnitedHealth backs Gilead's Harvoni as preferred hepatitis C treatment
1084,U.S. says 7.3 million choose Obamacare health plans in federal market
1085,'Expensive' placebo beats 'cheap' one in Parkinson's disease: study
1086,Medtronic CoreValve safer than surgery in bypass patients: study
1087,"Asia needs more cash, campaigns, law changes to end HIV epidemic: U.N."
1088,"Diagnostics, Tamiflu help Roche full-year sales beat poll"
1089,"Obama's 'precision medicine' plan to boost research, but faces hurdles"
1090,"Abiomed raises revenue outlook, wins U.S. approval for heart pump"
1091,University of California on-campus doctors stage rare strike
1092,Trouble falling asleep may signal high blood pressure
1093,"Start worrying about cholesterol in your 30s, study suggests"
1094,School-wide prevention program lowers teen suicide risk
1095,"Abiomed raises revenue outlook, wins US approval for heart pump"
1096,"After Ebola, WHO to set up contingency fund, develop 'surge capacity'"
1097,Quest in broad deal with CDC for hepatitis analysis
1098,Nursing home patients more likely to be dehydrated
1099,"U.S. says 9.5 million people enroll for 2015 insurance, beating goal"
1100,Delinquent kids have earlier sex
1101,Uber says ride services reduce drunk driving
1102,Indiana agrees to expand Medicaid under Obamacare
1103,"Gates, UK take lead in $7.5 billion pledge for children's vaccines"
1104,Novartis pharma boss expects pressure on cancer drug prices
1105,"Workouts get smart, streamlined with tech-personalized routines"
1106,"Plague cases rise in Madagascar, fear of more epidemics: WHO"
1107,Scientists ask if Ebola immunizes as well as kills
1108,New York clinic that treated comic Joan Rivers sued over her death
1109,Six more measles cases reported in California after Disneyland outbreak
1110,E-cigarettes would be banned in public places under California bill
1111,Post-Ebola plan needed to avert 'double disaster' in West Africa: Oxfam
1112,New York clinic that treated comic Joan Rivers sued over her death
1113,U.S. bans deceptive ads by green coffee weight-loss marketer
1114,Pfizer cuts vaccine price for poor as GAVI group seeks $7.5 billion
1115,FDA names cardiologist to senior leadership position
1116,Institutional neglect changes kids’ brain structure
1117,PBM EnvisionRx chooses Gilead hepatitis C drugs for its formulary
1118,Canada resident tests positive for H7N9 avian flu virus
1119,FDA approves Teva's generic version of AstraZeneca's Nexium
1120,"Single new case can reignite Ebola outbreak if vigilance lost, says MSF"
1121,"Ohio sues over Obamacare taxes on state, local governments"
1122,U.S. government unveils goal to move Medicare away from fee-for-service
1123,California turkey farm quarantined after bird flu detected
1124,"'Autisms' a more appropriate term than 'autism,' geneticists say"
1125,Supreme Court sends patent cases back to appeals court
1126,Senegal reopens land border with Ebola-hit Guinea
1127,FDA approves Rockwell Medical's iron replacement drug
1128,Deadly Japanese encephalitis surges in northeast India
1129,Regeneron/Sanofi cholesterol drug gets FDA priority review
1130,Safety concerns cloud early promise of powerful new cancer drugs
1131,U.S. pediatricians reaffirm opposition to legalized pot
1132,"Preemies less lucky in love as young adults, study suggests"
1133,Breast cancer patients lack knowledge of their tumors
1134,"Ebola waning, but WHO must respond better next time, Chan says"
1135,British nurse makes full recovery from Ebola
1136,Liberia Ebola vaccine trial 'challenging' as cases tumble
1137,Gates sees 'miracle' tools for AIDS by 2030 in vaccine and drugs
1138,Pediatrician group urges measles vaccinations amid Disneyland outbreak
1139,"FDA approves NPS drug, in move validating Shire takeover deal"
1140,Fewer celiac diagnoses among poor UK children
1141,Ebola experts say 16 other bat viruses could infect man
1142,"Just five Ebola cases left in Liberia, government says"
1143,School-wide prevention program lowers teen suicide risk
1144,Could flu vaccination protect your sense of smell?
1145,Pediatrician group urges measles vaccinations amid Disneyland outbreak
1146,"Anger, mistrust in Guinea villages hinders battle to beat Ebola"
1147,Portable X-ray services becoming more common
1148,Plaintiffs’ lawyers reject J&amp;J claims of fraud in mesh lawsuits
1149,Dire needs of southern African flood survivors unmet two weeks on
1150,WHO runs low on cash for Ebola but progress key before rainy season
1151,Europe recommends seven new medicines for approval
1152,"After Ebola, flu and drug resistance top pandemic threats"
1153,Novartis' Jakavi drug wins EU green light for wider use
1154,EU regulator recommends suspension of drugs over Indian data
1155,First GSK Ebola vaccine shipment due to arrive in Liberia
1156,Disneyland seeks to reassure public amid measles outbreak
1157,Superbug spread through contaminated scopes sickened dozens in Seattle
1158,Sierra Leone lifts Ebola quarantine measures amid progress
1159,Superbug spread through contaminated scopes sickened dozens in Seattle
1160,Mobile game may have lasting benefit for 'lazy' eye
1161,FDA panel backs Astellas drug for invasive fungal infections
1162,Disneyland seeks to reassure public amid measles outbreak
1163,Wide use of prescription painkillers found in U.S. women of childbearing age: CDC
1164,U.S. health officials say Ebola treatment trial to start soon in Liberia
1165,Sierra Leone emergency anti-malaria drive reaches 2.5 million people
1166,Vaccines group seeks $7.5 billion as disease fight reaches peak
1167,"Laws deny leprosy sufferers right to work, travel, marry: study"
1168,Express Scripts' Miller says hepatitis C price war to save billions
1169,Nebraska hospital releases patient found not to have Ebola
1170,"Costly, complex headache treatment on the rise"
1171,Heavy soccer playing before age 12 tied to later hip deformities
1172,"Nigeria H5N1 bird flu now in 7 states, suspected in 140,000 birds: minister"
1173,The smoke around e-cig science
1174,Ebola ebbing in West Africa but vigilance needed: WHO
1175,UK aims to pass law to ban branding on cigarette packs before May
1176,Washington state attorney general seeks to raise smoking age to 21
1177,Five Disneyland employees infected with measles in California
1178,Video-based therapy may help babies at risk of autism: study
1179,Counterfeit Cialis found entering U.S. by mail: FDA
1180,Alcohol ads on TV tied to youth drinking risk
1181,Five Disneyland employees infected with measles in California
1182,Ramping up e-cigarette voltage produces more formaldehyde: study
1183,Idaho confirms avian flu cases as Washington imposes new quarantine
1184,More older adults are reporting falls
1185,Sierra Leone to reopen schools in March as Ebola infections slow
1186,LGBT health concerns need special attention: experts
1187,"Youth cholesterol drops, blood pressure holds steady"
1188,Obamacare enrollment hits 7.1 million so far for 2015 coverage
1189,Washington state attorney general seeks to raise smoking age to 21
1190,"Years of night-shifts linked to women’s risk of heart disease, cancer"
1191,FDA approves Novartis's psoriasis drug
1192,MSF resumes work in Myanmar state after government ban
1193,"U.S. insurance study charts huge price gaps for hip, knee surgery"
1194,U.N. Ebola chief calls for final $1 billion to fight virus
1195,"On Ebola front line, first glimpse of end to epidemic"
1196,"BPA plastics chemical poses no health risk, says European watchdog"
1197,Brain-training game maker settles with U.S. FTC over unsupported claims
1198,Older minds need physical and mental activity
1199,Fitness apps lack evidence-based tools
1200,New outbreak of avian flu found in Washington state
1201,AAA invests $12 million in study of older drivers’ needs
1202,"Calorie counts on menus used by women, wealthier diners in Seattle area"
1203,Disneyland measles outbreak prompts warning at high school
1204,Gym time won’t cancel out too much sitting
1205,Pizza days boost kids' calorie and fat intake
1206,It takes two: Getting healthy may be easier with a partner
1207,"Kindergarten skills vary by kids’ social, economic status"
1208,Supreme Court rules for Teva in over multiple sclerosis drug patent
1209,Economic impact of Ebola less severe than first thought: World Bank
1210,Big city life may not be a key asthma risk: U.S. study
1211,Richter and Actavis say Cariprazine effective on schizophrenia relapse
1212,"MSF slams expensive vaccines, urges GSK and Pfizer to cut prices"
1213,Israel reports bird flu outbreak at turkey farm: OIE
1214,"Underimmunized, unvaccinated families cluster together"
1215,Baby's age at gluten exposure not tied to celiac disease
1216,Tethered to treadmills? Try the cardio machines in the corner
1217,Exclusive: Merck funds tests of lower Zilmax doses as seen seeking way to resume sales
1218,"Woman dies of H5N1 bird flu in Egypt, fourth death this year"
1219,WHO says chronic diseases kill 3 million annually in China
1220,Europe's tuberculosis hub Britain seeks to wipe out the disease
1221,Mali government declares country Ebola-free
1222,"Bones, ashes at Liberia crematorium a reminder of Ebola trauma"
1223,Two die of H7N9 bird flu in China's Fujian: Xinhua
1224,Colorado researchers study 'superbug' for antibiotic resistance on farms
1225,Stressful jobs may increase stroke risk
1226,Innate behavior may drive steering and hold safety clues
1227,"Woman dies of bird flu in Egypt, third death this year"
1228,Aetna backs Gilead's hepatitis C treatment and gets discount
1229,Aetna backs Gilead's hepatitis C treatment and gets discount:
1230,Acceptance of heart failure improves patients’ quality of life
1231,Art therapy may help kids with behavior problems
1232,"Health crisis worsens in eastern Ukraine, WHO warns"
1233,Nigeria says finds an H5 strain of bird flu in poultry
1234,Two volunteers with potential Ebola exposure flown to Britain
1235,J&amp;J Ebola vaccine gets 100 million euros to speed development
1236,GSK's nicotine patches and gum feel the heat from e-cigarettes
1237,"Chinese police net over 60,000 people in vast drug sweep: Xinhua"
1238,Ebola outbreak in West Africa appears to be slowing down: U.N.
1239,U.S. healthcare executives say Obamacare is not going anywhere
1240,Ebola outbreak in West Africa appears to be slowing down: U.N.
1241,U.S. twin birth rate hit record high in 2013: CDC
1242,Women smokers may have same risk for deadly aneurysm as men
1243,Liberia aims to be Ebola-free by end-February as cases fall to 10
1244,Kids may snack on junk food on the ride home from school
1245,Kite CEO plans to learn from Gilead's pricing playbook
1246,Better prevention could cut leprosy complication's high cost for Indian families: study
1247,Researchers find clues on how melanoma resists effective treatments
1248,More than three quarters of U.S. flu shots ineffective-report
1249,Initial prostate biopsies may be more accurate at academic centers
1250,Hospital websites often understate risks of new valve replacement
1251,"After Canada, UK, 23andMe wants DNA test growth abroad"
1252,Exclusive: No rush to high-cost care among newly insured Obamacare patients
1253,Suspected Ebola case in Britain tests negative: hospital
1254,No increased stress from heavier social media use: survey
1255,UK opposition Labour pledges ban on unhealthy children's food
1256,Boehringer Ingelheim says may sell U.S. generics
1257,"China approves new polio vaccine, shows innovative muscle"
1258,Insight: Big Pharma faces up to new price pressure from aggressive insurers
1259,"Mental health issues may increase HIV risk among gay, bisexual men"
1260,British hospital says has suspected Ebola case
1261,British hospital says has suspected Ebola case
1262,"FDA says one dead, many ill after receiving non-sterile solution"
1263,Abuse of opiate-based painkillers seen declining in U.S.
1264,Is most younger women’s heart disease preventable?
1265,J&amp;J says women being illegally solicited to join in mesh lawsuits
1266,Genome wiz Venter partners with Roche in DNA sequencing deal
1267,Scientists find key gene mutations behind inherited heart disease
1268,"U.S. needs to raise investment, shift medical research priorities"
1269,U.S. government puts Obamacare enrollment at 6.8 million through Jan. 9
1270,New Ebola cases slump in all three worst-hit countries: WHO
1271,"After Canada, UK, 23andMe wants DNA test growth abroad"
1272,Cooling brain protein could aid search for Alzheimer's treatment
1273,U.S. hospitals make strides in cutting key infections: CDC report
1274,India rejects Gilead's Hepatitis C drug patent request
1275,FDA approves EnteroMedics' novel device to treat obesity
1276,Ebola health workers face life or death decision on pregnant women - experts
1277,U.S. soldier tests negative for Ebola after death at Texas base
1278,"Woman dies in Egypt of H5N1 bird flu, second death this year"
1279,Ebola tests for all players at Nations Cup
1280,Tanzania bans witch doctors to deter albino killings
1281,McDonald's Japan finds no link between Thai plant and plastic in McNugget
1282,AstraZeneca heart drug hits goal in major clinical trial
1283,Chipotle suspends pork sales at a third of its U.S. restaurants
1284,Ebola health workers face life or death decision on pregnant women: experts
1285,Helping chronic fatigue patients over fears eases symptoms
1286,"Gilead, AbbVie hit by fresh concerns on Hep C discounting"
1287,Aetna CEO says no decision yet on how to cover hepatitis C drugs
1288,Racial differences in breast cancer outcomes are partly biological
1289,Stable childhood may lead to healthy adult heart
1290,Gun suicides far more common than homicides
1291,Express Scripts sees opportunity to lower cancer treatment costs
1292,U.S. soldier just returned from West Africa dies near Texas base
1293,"Pfizer developing PCSK9 pill, vaccine to lower cholesterol"
1294,California links 26 more measles cases to Disneyland outbreak:
1295,Obese kids in Head Start get healthier during the year
1296,AstraZeneca loses German court appeal over Seroquel XR drug patent
1297,Liberia says limits Ebola spread to just two counties
1298,Roche seals licensing deal for antibiotic-boosting drug to battle superbugs
1299,CDC director 'confident' can get to zero Ebola cases
1300,"USAID: Eyes on Guinea as Liberia, Sierra Leone improve on Ebola"
1301,"Lilly to test combinations with Merck, Bristol-Myers' cancer drugs"
1302,Israel's MediSafe raises funds for drug management technology
1303,J&amp;J in deal to develop microbiome drug for bowel diseases
1304,India court bars Cipla from selling copy of Novartis respiratory drug
1305,FDA seeks more safety data on Antares testosterone drug
1306,Coming soon to a workplace near you: 'wellness or else'
1307,California links 26 measles cases to Disneyland outbreak
1308,Colorado patient to be tested for Ebola: state health officials
1309,"China bans U.S. poultry, eggs imports amid avian flu fears: USDA"
1310,Replacement for BPA in plastics also suspect: study
1311,Cancer survivors plagued by lack of personal control
1312,‘Braille Challenge’ sets high expectations for blind students
1313,U.S. insurers squeeze diabetes drug prices : Eli Lilly
1314,FDA launches project to cut quality control lapses at drugmakers
1315,New York clinic that treated Joan Rivers to lose accreditation
1316,U.S. House Republican optimistic about Obamacare replacement plan
1317,"China bans U.S. poultry, eggs imports amid avian flu fears: USDA"
1318,"After Ebola, WHO blames governments and seeks more clout"
1319,"Merck, Bristol heat up immunotherapy race in lung cancer"
1320,Older diabetics may be pushing blood sugar too low
1321,Colorado patient won't be tested for Ebola: state health officials
1322,Kids may think light smoking is safe
1323,Britain's health service to halt access to some costly cancer drugs
1324,Higher-fiber diet linked to lower risk of death
1325,Pfizer partners with DNA research firm to study lupus disease
1326,Supreme Court rejects new challenge to Obamacare law
1327,"FDA places Arrowhead Hepatitis B drug on partial hold, shares plunge"
1328,Taiwan reports H5N8 bird flu outbreak - OIE
1329,"British Ebola patient recovering, no longer critical, says hospital"
1330,Hi-tech trackers will play big role in fitness in 2015 - experts
1331,AbbVie wins U.S. approval for Parkinson's treatment
1332,'Extreme measures' needed to see Ebola shot development through
1333,"E-learning matches traditional training for doctors, nurses: review"
1334,J&amp;J strikes Alzheimer’s deal with AC Immune worth up to $509 million
1335,Shire to buy NPS for $5.2 billion to boost rare disease drugs
1336,AstraZeneca in cancer viruses deal with Omnis Pharmaceuticals
1337,"Merck speeds up drug-submission plans for Hep C, lung cancer: WSJ"
1338,"Sanofi, Regeneron submit new cholesterol drug to EMA for review"
1339,Bristol-Myers says panel finds Opdivo lung cancer study meets endpoint
1340,California apple plant linked to deadly listeria outbreak: FDA
1341,U.S. judge rules Haitians cannot sue U.N. for cholera epidemic
1342,Medical charity MSF opens Ebola clinic for pregnant women
1343,Cambodia finds 212 with HIV where unlicensed medic operated
1344,Surrogate mothers do fine in decade following birth
1345,Compression stockings may ease sleep apnea
1346,Being active tied to lower alcoholism risk
1347,U.S. lab worker possibly exposed to Ebola showing no symptoms: CDC
1348,U.S. official urges use of antivirals to fight 'bad' flu season
1349,"Voodoo priests, doctors on frontline of Haiti's mental healthcare"
1350,Daiichi Sankyo to pay $39 million to settle U.S. kickback claims: DOJ
1351,Portola's drug reverses effect of blood thinner Xarelto
1352,Argos HIV drug misses main goal in mid-stage study
1353,Tailor-made vaccine set to banish Africa's meningitis epidemics
1354,China to allow online sales of prescription drugs as early as this month: sources
1355,Ethiopia launches school program to treat parasitic worms
1356,Roche says U.S. regulators approve blood test for three viruses
1357,"Sanofi, Regeneron announce positive trials of cholesterol drug"
1358,U.S. FDA approves Daiichi anti-clotting drug
1359,Music therapy may bring troubled families together
1360,TV medical advice not always backed by evidence
1361,Docs suggest HPV screening first for cervical cancer
1362,Bird flu prompts emergency quarantine of poultry in Washington state
1363,Fathers-to-be may have hormonal changes too
1364,Pivotal Ebola vaccine trials to start this month or next: WHO
1365,"Pfizer, FDA in talks on prescription details for key breast cancer drug"
1366,Scientists have discovered a new antibiotic that can kill serious infections without resistance:
1367,CytRx cancer drug shows promise in mid-stage study
1368,"AbbVie, Neurocrine drug successful in endometriosis trial"
1369,Impax's Parkinson's drug gets FDA approval
1370,Biogen says mid-stage optic nerve treatment study succeeds
1371,Infinity Pharma to stop developing drug for rheumatoid arthritis
1372,GW Pharma's cannabis drug fails in cancer pain study
1373,Top Connecticut court to hear arguments on teen's cancer care
1374,Scientists find antibiotic that kills bugs without resistance
1375,Medical aid unable to enter Syrian rebel-held Aleppo: WHO
1376,Novartis to file for U.S. approval for two COPD treatments
1377,California health officials link measles outbreak to Disneyland
1378,Health problems can lead to loss of home
1379,Does an avocado a day lower bad cholesterol?
1380,Halozyme CEO sees blockbuster potential in its cancer drug
1381,Racing video games may influence later behavior
1382,FDA panel unanimously backs Novartis' copy of Amgen's Neupogen
1383,H&amp;R Block to see Obamacare boost: CEO
1384,Signs that Ebola 'may be leveling off' in Sierra Leone: WHO
1385,
1386,Exclusive: American Red Cross pressured to rid itself of tobacco money
1387,Delaware court orders Siga to pay PharmAthene $113 million
1388,Extra antioxidants may make little difference in lifespan
1389,U.S. court upholds NY state vaccination requirement for students
1390,White House issues veto threat for House bill with Obamacare tweaks
1391,U.S. supplier in China food scare takes aim at Shanghai regulator
1392,Nepal to issue passports with third gender for sexual minorities
1393,Appeals court to hear arguments on restrictive Texas abortion law
1394,Novartis taps into gene editing for next generation drugs
1395,McDonald's Japan says taking steps to ensure safety of food
1396,"China regulator to strengthen 'grim' food, drug safety control"
1397,McDonald's Japan to brief on chicken nugget woes on Wednesday: NHK
1398,U.S. seizes $18 million from owners of pharmacy tied to meningitis outbreak
1399,"KaloBios drops lung infection drug, shares plunge"
1400,Gastric bypass may save lives over time
1401,Complications from in-vitro fertilization are rare in U.S.
1402,FDA clears wider use of rapid test for influenza
1403,Pennsylvania agrees to keep mentally ill inmates out of solitary
1404,Opening Republican salvo on Obamacare draws fire on both sides
1405,"Binge drinking most likely to kill middle-aged Americans, CDC says"
1406,Life expectancy for type 1 diabetes may be improving
1407,"Ebola volunteers should be praised, not stigmatized: UK charities"
1408,Healthy obesity often becomes unhealthy over time
1409,"23andMe, Genentech to analyze 3,000 Parkinson's genomes"
1410,Trials of untested Ebola drugs begin in West Africa
1411,Doctors block Belgian murderer's euthanasia
1412,FDA approves first dermal filler to treat acne scarring
1413,DASH named best overall diet for fifth year: report
1414,WHO says reports of suspected Ebola cases in Iraq are untrue
1415,Cytrx cancer drug shows promise in mid-stage study
1416,"Britain's Vectura collaborates with Janssen in asthma, COPD"
1417,J&amp;J and Bavarian Nordic start clinical tests of Ebola vaccine
1418,South Korea says finds cattle infected with foot-and-mouth
1419,Stricter controls needed after surge in marijuana ills: U.S. anti-pot group
1420,Corn syrup more toxic than table sugar in female mice: study
1421,Researchers identify new strain of deadly pig virus in U.S.
1422,Stricter controls needed after surge in marijuana ills: U.S. anti-pot group
1423,More evidence against keeping electronics in kids’ bedrooms
1424,Flu widespread in 43 U.S. states: CDC report
1425,Breaking the law may be a sign of dementia
1426,"Cold weather can actually cause colds, study finds"
1427,Eating whole grains may be linked to living longer
1428,Britain says has strengthened Ebola screening after first case
1429,U.S. appeals court to hear arguments on Texas abortion restrictions
1430,U.S. ends special Ebola screening for travelers from Mali
1431,CVS will cover Gilead hepatitis C treatment over new AbbVie drug: CNBC
1432,"Ebola deaths top 8,000 in worst-hit West Africa: WHO"
1433,Study questions value of prolonged rest after acute concussion
1434,"Amgen, Kite Pharma ink deal to develop cancer immunotherapies"
1435,Liberia plans to reopen schools in February as Ebola spread ebbs
1436,FDA staff recommends Novartis copy of Amgen's Neupogen
1437,Israel's BrainStorm says stem cell drug benefits most patients in ALS trial
1438,"Egyptian child dies of H5N1 bird flu, second death this year: MENA"
1439,Merck-NewLink Ebola vaccine trial resumes at lower dose: Geneva hospital
1440,J&amp;J buys bowel drug license option from Isis Pharma for $835 million
1441,Cempra's lead oral antibiotic meets main goal in late-stage trial
1442,Charity to investigate how UK nurse contracted Ebola
1443,Modern standup desks coax office workers back on their feet
1444,Fukushima rice passes radiation tests for first time since disaster: official
1445,"Ebola survivors in West Africa to share stories via mobile app, to help fight stigma"
1446,Patient possibly exposed to Ebola due at Nebraska hospital for observation
1447,UK nurse suffering from Ebola in critical condition: hospital
1448,Eczema associated with osteoporosis-related fractures
1449,U.S. teens have same firearm access regardless of suicide risk
1450,End of life planning does not make cancer patients hopeless or anxious
1451,Ebola fight remains tough but may be won this year: U.N. mission chief
1452,Children with pet reptiles risk severe Salmonella infections
1453,Transplant candidates often struggle to accept kidneys
1454,Italian Ebola patient released from hospital in Rome
1455,FDA allows testing of Aethlon's device in Ebola patients
1456,Biological bad luck blamed in two-thirds of cancer cases
1457,Winter weather alerts may signal greater fall risk for elderly
1458,"Sierra Leone's president calls for week of fasting, prayer over Ebola"
1459,Pharma and biotech on a roll as drug approvals hit 18-year high
1460,Suspicious breast mass may pose greater risk than previously thought
1461,U.S. cancer deaths fell 22 percent since 1991
1462,"If parent attempted suicide, kids more likely to try, too"
1463,"Ebola spreads in Sierra Leone as global cases top 20,000: WHO"
1464,"Lack of sleep, parents’ anxiety may affect kids’ pain after surgery"
1465,Elderly overprescribed sedatives and anti-anxiety drugs
1466,MD degree may not teach doctors how to tweet
1467,British Ebola patient being treated with survivor blood plasma
1468,NephroGenex shares rocket after lead drug found safe for heart
1469,India to track toilet use with tablets
1470,Liberia suspends Ebola curfew to allow New Year's Eve worship
1471,"Exclusive: CDC to hire lab safety chief after Ebola, bird flu mishaps"
1472,"Hong Kong culls chickens, suspends imports after H7 bird flu found"
1473,"Flu at epidemic levels in U.S., deadly for children"
1474,Hangover cure is elusive but symptom relief fizzles and flows
1475,U.S. health agency says nearly 6.5 million people in
1476,Two cups of milk may be ideal for preschoolers
1477,Ebola wrecks years of aid work in worst-hit countries
1478,VIDEO: Why Ebola costs could top $4 billion in 2015.
1479,NeuroDerm says Parkinson's drug shows promise in study
1480,Hospira's injectable painkiller gets FDA approval
1481,IMF focus on cutting debt over health spending worsened Ebola in Africa: study
1482,"South Korea to disinfect farms as foot-and-mouth, bird flu spread"
1483,Second patient in Scotland being tested for Ebola: first minister
1484,Health worker with Ebola transferred to London hospital
1485,"Guidance and research on mobile, interactive media for kids needed"
1486,Food and medication insecurity tied to poor diabetes control
1487,Confirmed case of Ebola diagnosed in Glasgow
1488,FDA approves Roche Ebola test for emergency use:
1489,Liberia sees surge in new Ebola cases in border county
1490,"Ebola case numbers top 20,000, deaths approach 8,000: WHO"
1491,New Year’s resolutions may be more procrastination than motivation
1492,Novo Nordisk to promote drug to treat obesity in United States
1493,Mothers of food-allergic kids want more than menus from dieticians
1494,FDA approves Roche Ebola test for emergency use
1495,CDC worker possibly exposed to Ebola in mishap shows no signs of disease: U.S. official
1496,"Elder-care challenges prompt tech executives to create startups, apps"
1497,Hong Kong confirms first case of deadly bird flu this winter
1498,Language barriers and fear of police may prevent minority 911 calls
1499,"Teen drivers may run a fatal risk in older, smaller cars"
1500,Yoga may benefit heart health as much as aerobics
1501,Life support can be ended for clinically-dead pregnant woman: Irish court
1502,Self-exam and doctor's-exam find similar breast tumors
1503,Punishment can worsen bedwetting
1504,Complex jobs might help maintain brain fitness in aging
1505,"Somber Christmas, gatherings banned in Ebola-hit Sierra Leone"
1506,CDC worker monitored for possible Ebola exposure in lab error
1507,Animal research at NIH lab challenged by members of Congress
1508,CDC technician may have been exposed to Ebola due to lab error: NY Times
1509,Online mammography information may be too technical
1510,Tenth Egyptian dies of H5N1 bird flu: Health Ministry
1511,Sierra Leone district declares three-day Ebola lockdown
1512,Recess timing may not affect kids’ fruit and vegetable intake
1513,FDA denies approval for Actavis hypertension treatment
